"DateTime";"BTC";"USD"
"2019-01-03 00:00:00";539,36023306;2096876,1716696927
"2019-01-04 00:00:00";544,08600063;2084208,4791733155
"2019-01-05 00:00:00";548,80746938;2125827,6849422054
"2019-01-06 00:00:00";555,74405625;2144821,9383695624
"2019-01-07 00:00:00";558,88678771;2259517,805164882
"2019-01-08 00:00:00";560,37582245;2261323,782640056
"2019-01-09 00:00:00";563,29992369;2277911,66241228
"2019-01-10 00:00:00";566,8448106;2168102,042271516
"2019-01-11 00:00:00";569,42125407;2101295,3944067364
"2019-01-12 00:00:00";571,43395529;2096465,466488846
"2019-01-13 00:00:00";573,16451867;2097954,087687801
"2019-01-14 00:00:00";574,2924562;2062117,6654019018
"2019-01-15 00:00:00";482,2698565;1776021,441642595
"2019-01-16 00:00:00";503,06587765;1836618,0594185025
"2019-01-17 00:00:00";500,13702749;1820703,8362448707
"2019-01-18 00:00:00";497,13766678;1819742,6009881834
"2019-01-19 00:00:00";496,08777581;1853488,1088590801
"2019-01-20 00:00:00";544,35033479;1988609,7560481322
"2019-01-21 00:00:00";547,28052926;1959986,7050494233
"2019-01-22 00:00:00";551,57687873;1975693,221922987
"2019-01-23 00:00:00";562,84254919;2028580,2305141224
"2019-01-24 00:00:00";564,8837142;2027542,7642152018
"2019-01-25 00:00:00";570,47246217;2051116,6235583697
"2019-01-26 00:00:00";570,71289112;2060924,1496390768
"2019-01-27 00:00:00";575,16529794;2067765,259318135
"2019-01-28 00:00:00";578,11460795;2006624,241902291
"2019-01-29 00:00:00";579,39666909;1998512,9306921372
"2019-01-30 00:00:00";605,36866777;2105441,958070671
"2019-01-31 00:00:00";619,64691424;2148439,781052928
"2019-02-01 00:00:00";624,45392288;2170077,294635661
"2019-02-02 00:00:00";629,01353246;2192042,969134529
"2019-02-03 00:00:00";631,2021174;2195358,8364442443
"2019-02-04 00:00:00";635,36733088;2200937,8488615556
"2019-02-05 00:00:00";637,06463092;2205734,354219553
"2019-02-06 00:00:00";646,1073694;2205791,175910518
"2019-02-07 00:00:00";651,78378517;2225541,805814372
"2019-02-08 00:00:00";654,18908306;2257115,883827765
"2019-02-09 00:00:00";658,79419559;2414052,5106102163
"2019-02-10 00:00:00";656,78159786;2402099,880381207
"2019-02-11 00:00:00";655,3687386;2395235,112147894
"2019-02-12 00:00:00";660,96826684;2402950,13409682
"2019-02-13 00:00:00";663,09316438;2408845,061969801
"2019-02-14 00:00:00";679,68729179;2464722,8387264055
"2019-02-15 00:00:00";687,52089446;2493995,7950715395
"2019-02-16 00:00:00";693,21997442;2521594,5891524944
"2019-02-17 00:00:00";695,90748286;2530194,344332045
"2019-02-18 00:00:00";699,03134652;2628581,5529460865
"2019-02-19 00:00:00";703,36080058;2773232,0653508417
"2019-02-20 00:00:00";708,41465377;2813178,3474395094
"2019-02-21 00:00:00";710,68493308;2812265,5623895293
"2019-02-22 00:00:00";715,09843742;2849374,082759358
"2019-02-23 00:00:00";718,41916137;2866901,952788281
"2019-02-24 00:00:00";723,34681375;3004833,298594462
"2019-02-25 00:00:00";724,66170297;2785947,4238341055
"2019-02-26 00:00:00";725,68382361;2799949,4376638797
"2019-02-27 00:00:00";729,68391619;2815397,8285491723
"2019-02-28 00:00:00";729,16156391;2815905,2939701946
"2019-03-01 00:00:00";731,65736062;2831762,749102011
"2019-03-02 00:00:00";731,69775526;2825172,836789491
"2019-03-03 00:00:00";736,72251825;2845229,7327066828
"2019-03-04 00:00:00";732,82244089;2762242,282895495
"2019-03-05 00:00:00";760,88069868;2880564,9754837044
